ID,timestamp,cpu_type,cpu_limit,ram_limit,cpu_usage,ram_usage,num_req,conc_lvl,latency
14734,2022-03-16 16:06:06,Intel Xeon Gold 5320H,1.8,640M,0.133291,52830208.0,600,41,3773000
1662,2021-11-09 19:43:17,Intel Core i7-11700K,0.5,71M,0.240534,55271424.0,200,21,2256000
12629,2022-03-18 15:41:08,Intel Xeon Gold 6330H,1.9,896M,0.130756,48726016.0,300,31,3041000
36246,2022-03-17 23:03:43,Intel Xeon Gold 6328HL,1.0,768M,0.107275,51904512.0,800,51,4774000
50023,2022-03-17 02:46:52,Intel Xeon Platinum 8380,0.7,384M,0.089234,48082944.0,200,51,5703000
9556,2022-03-19 02:22:43,Intel Xeon Platinum 8362,0.9,640M,0.117119,50073600.0,900,51,4780000
20356,2021-11-03 18:04:26,Intel Xeon Platinum 8380H,1.0,80M,0.31948,65191936.0,800,1,40000
55691,2021-10-28 13:44:41,Intel Xeon Silver 4310,2.5,200M,0.20044,56745984.0,200,21,2056000
54739,2021-11-14 16:26:01,Intel Xeon Platinum 8358,3.0,70M,0.338234,58048512.0,700,61,5896000
21396,2022-03-11 17:23:18,AMD Ryzen 9 5980HS,1.8,384M,0.206028,49758208.0,700,11,1086000
56770,2022-03-19 02:33:47,Intel Core i5-11600K,0.8,640M,0.0,38137856.0,100,1,31000
5043,2021-11-10 02:49:49,Intel Xeon Gold 5318N,0.5,72M,0.484991,61280256.0,1000,51,7210000
39367,2021-10-29 05:40:39,AMD EPYC 75F3,3.5,100M,0.353104,62283776.0,700,11,1088000
18567,2022-03-17 19:58:51,Intel Core i7-11700K,1.3,768M,0.14557,49414144.0,800,11,1070000
6996,2021-11-12 02:40:31,AMD EPYC 7543,3.0,70M,0.26941,56221696.0,300,31,2850000
34465,2021-11-02 16:47:00,Intel Xeon Silver 4310,0.5,95M,0.37673,63922176.0,200,91,15419000
57008,2022-03-17 18:09:53,Intel Core i5-11400,1.5,640M,0.173097,49250304.0,900,21,2034000
49578,2022-03-11 16:33:50,Intel Core i5-11500T,1.7,128M,0.160672,50184192.0,800,41,4065000
4450,2022-03-17 21:37:04,Intel Xeon Platinum 8358P,1.1,896M,0.136751,49627136.0,400,51,5144000
35751,2022-03-06 23:59:08,Intel Xeon Platinum 8358P,0.2,128M,0.195557,71442432.0,1000,71,12602000
27736,2022-03-18 23:53:55,AMD EPYC 73F3,1.1,128M,0.176561,46714880.0,600,21,1931000
37391,2022-03-16 16:13:13,Intel Xeon Gold 5320,1.8,640M,0.142824,52596736.0,700,41,4260000
16132,2022-03-19 03:24:58,Intel Core i5-11600K,0.8,256M,0.183428,48111616.0,1000,11,1063000
43578,2022-03-18 06:00:18,Intel Xeon Gold 6326,0.3,640M,0.150633,50008064.0,700,31,3007000
52971,2022-03-11 17:11:39,AMD EPYC 73F3,1.8,1024M,0.153835,48533504.0,500,21,1985000
33423,2022-03-16 23:43:56,Intel Xeon Gold 6328HL,1.0,768M,0.047184,47230976.0,200,11,1075000
8099,2022-03-11 07:28:53,AMD Ryzen 5 5600G,0.3,128M,0.112535,58712064.0,300,1,91000
27118,2022-03-06 05:00:03,AMD EPYC 7543P,0.1,896M,0.02975,52523008.0,100,21,4994000
7057,2022-03-17 20:35:35,Intel Xeon Platinum 8368,1.2,512M,0.114926,48472064.0,400,31,3090000
48366,2022-03-17 23:03:15,AMD EPYC 7343,1.0,896M,0.106939,50843648.0,800,51,4891000
50577,2022-03-16 14:46:22,AMD EPYC 7643,1.9,128M,0.059904,48939008.0,200,21,2167000
24699,2021-11-12 19:12:11,Intel Xeon Platinum 8376HL,2.0,71M,0.426728,61956096.0,1000,91,9338000
58246,2021-11-14 11:54:03,AMD EPYC 72F3,3.0,72M,0.0,39800832.0,100,21,1957000
58718,2021-11-05 11:36:27,Intel Core i3-10305,2.5,70M,0.317913,59604992.0,500,21,2053000
28990,2021-11-11 11:09:41,Intel Xeon Gold 6334,2.5,67M,0.307692,54116352.0,300,31,2793000
27275,2021-11-10 16:42:49,AMD EPYC 7713,2.0,73M,0.561056,64192512.0,300,31,3072000
21105,2021-10-28 11:06:25,Intel Xeon Gold 5318N,2.0,150M,0.346394,60735488.0,800,71,7048000
12459,2022-03-16 17:59:07,Intel Xeon Platinum 8360HL,1.6,896M,0.126898,49889280.0,500,41,4081000
48206,2022-03-18 21:49:59,AMD EPYC 7643,1.3,640M,0.150628,48668672.0,500,31,3075000
53063,2022-03-17 21:25:35,AMD EPYC 7453,1.1,1024M,0.012819,43315200.0,100,31,3108000
35599,2022-03-18 20:48:30,Intel Xeon Gold 5320T,1.4,640M,0.180801,49274880.0,500,11,1008000
2390,2022-03-17 22:53:01,Intel Xeon Gold 5318Y,1.0,512M,0.172258,48140288.0,700,31,3055000
1520,2021-11-14 04:49:52,Intel Xeon Platinum 8352V,2.5,65M,0.349011,56741888.0,800,61,5756000
13985,2022-03-11 00:39:33,Intel Core i9-11900F,0.2,128M,0.201644,71356416.0,700,91,61197000
49464,2022-03-19 04:51:57,Intel Xeon Gold 5320T,0.6,640M,0.19005,48193536.0,500,31,2842000
21068,2022-03-18 23:36:53,Intel Core i3-10325,1.1,640M,0.097149,45391872.0,200,41,3926000
9747,2022-03-17 23:56:40,AMD EPYC 7713,0.9,640M,0.163959,50515968.0,800,11,1082000
16985,2022-03-09 14:22:15,Intel Xeon Silver 4309Y,0.1,896M,0.10082,52649984.0,200,41,77601000
34289,2021-10-28 23:40:31,AMD EPYC 75F3,3.0,100M,0.290776,62599168.0,500,101,10364000
18906,2021-11-14 12:17:46,Intel Xeon Gold 5318Y,3.0,72M,0.292348,60309504.0,500,1,38000
15801,2022-03-16 13:47:20,Intel Xeon Platinum 8360HL,2.0,128M,0.113878,52056064.0,300,1,34000
28922,2022-03-19 01:00:03,Intel Xeon Gold 5315Y,1.0,128M,0.210954,49418240.0,700,11,1005000
10603,2021-11-13 05:28:30,Intel Xeon Silver 4316,2.0,65M,0.041418,45023232.0,100,41,3962000
40780,2022-03-17 01:10:28,Intel Xeon Platinum 8352M,0.9,896M,0.173214,50016256.0,700,31,3116000
1733,2021-11-13 04:29:39,Intel Xeon Gold 6328HL,2.0,66M,0.560225,58814464.0,800,11,1027000
47737,2022-03-17 08:02:29,Intel Xeon Platinum 8362,0.2,640M,0.061537,49680384.0,200,1,205000
53004,2022-03-18 23:36:22,Intel Core i5-11400,1.1,128M,0.08759,46338048.0,200,31,3014000
38414,2021-11-09 11:38:30,Intel Xeon Platinum 8352M,0.5,72M,0.294647,61681664.0,200,71,8603000
32999,2022-03-18 21:06:37,Intel Pentium Gold G6405T,1.4,1024M,0.135163,51531776.0,800,1,40000
52961,2022-03-16 18:42:57,Intel Xeon Gold 6326,1.5,384M,0.018691,43319296.0,100,31,2816000
34327,2022-03-18 00:25:54,AMD Ryzen 7 5800HS,0.8,768M,0.067936,50266112.0,200,21,1980000
41599,2022-03-11 16:04:34,Intel Xeon Gold 5317,1.7,640M,0.158334,50495488.0,400,11,1174000
40702,2021-11-13 22:15:31,Intel Xeon Gold 6348H,2.5,68M,0.540616,52236288.0,500,41,3943000
31911,2021-11-09 06:44:40,AMD EPYC 7543P,0.5,74M,0.430189,65040384.0,400,81,10281000
6934,2021-11-11 11:17:35,Intel Xeon Platinum 8351N,1.0,65M,0.34247,54370304.0,400,61,5853000
54334,2021-10-27 04:10:42,Intel Xeon Gold 5320T,0.5,300M,0.378929,60162048.0,500,41,5423000
50564,2022-03-17 15:30:53,AMD EPYC 7513,1.7,640M,0.070092,50147328.0,200,41,4040000
41810,2022-03-19 00:11:21,Intel Pentium Gold G6505,1.1,640M,0.196685,48611328.0,800,41,3804000
1871,2022-03-19 08:01:16,Intel Xeon Platinum 8360HL,0.3,512M,0.143929,51732480.0,500,11,1055000
47423,2022-03-07 05:12:07,AMD EPYC 7313,0.2,384M,0.19249,63459328.0,700,11,1162000
35095,2022-03-06 19:18:33,Intel Core i9-11900F,0.1,896M,0.100434,71241728.0,800,91,50912000
53969,2022-03-05 01:06:45,Intel Core i5-11600T,0.1,256M,0.100314,68329472.0,700,51,22737000
13839,2022-03-17 23:35:56,Intel Xeon Platinum 8360Y,0.9,896M,0.128873,50180096.0,400,51,4931000
24894,2021-11-13 01:58:48,Intel Core i9-11900T,2.0,67M,0.379801,57868288.0,600,1,132000
39834,2021-11-11 23:24:25,Intel Xeon Gold 6314U,3.0,72M,0.329339,60235776.0,500,81,8152000
41440,2022-03-17 06:05:05,Intel Xeon Gold 5318Y,0.4,1024M,0.130705,49115136.0,500,31,3156000
8814,2022-03-17 13:32:24,Intel Xeon Platinum 8358P,1.9,256M,0.061545,49676288.0,200,21,2023000
38822,2021-11-10 19:33:18,Intel Xeon Gold 6338N,1.0,74M,0.329694,57610240.0,800,51,5064000
19699,2022-03-17 03:28:33,Intel Xeon Gold 5317,0.7,256M,0.207571,52797440.0,900,31,3006000
56243,2021-11-11 05:07:19,Intel Core i3-10105F,2.5,71M,0.375162,56922112.0,900,51,4960000
41103,2022-03-18 20:36:55,Intel Xeon Platinum 8376H,1.4,1024M,0.077253,49287168.0,200,11,990000
39594,2022-03-17 21:26:33,Intel Xeon Platinum 8380HL,1.1,640M,0.037602,49909760.0,200,1,37000
19580,2022-03-19 11:02:25,Intel Xeon Gold 5320T,0.2,256M,0.203506,60948480.0,900,51,13818000
46181,2021-11-06 23:54:36,AMD EPYC 7763,4.0,75M,0.347882,57122816.0,900,41,4275000
43091,2021-11-11 15:26:07,Intel Xeon Platinum 8362,2.5,65M,2.376445,63021056.0,700,1,40000
6252,2022-03-17 16:37:37,Intel Xeon Gold 6338T,1.6,512M,0.124891,49672192.0,400,31,3190000
40405,2022-03-16 19:48:13,Intel Core i9-11900T,1.4,640M,0.097175,46141440.0,300,21,2063000
58424,2022-03-11 18:14:59,AMD EPYC 7453,1.9,128M,0.17844,47738880.0,500,31,3015000
38472,2021-11-14 15:46:33,Intel Xeon Platinum 8362,3.0,70M,0.315697,59527168.0,300,91,8658000
11558,2022-03-18 00:21:44,Intel Xeon Silver 4310,0.9,128M,0.107114,51138560.0,1000,51,5117000
47477,2022-03-17 16:01:11,Intel Xeon Platinum 8356H,1.7,640M,0.192473,51732480.0,800,11,1055000
3725,2021-11-16 08:37:01,Intel Core i7-11700KF,4.0,70M,0.122682,53391360.0,200,1,41000
12378,2022-03-18 03:43:30,Intel Xeon Gold 6354,0.5,384M,0.154729,48582656.0,600,11,1016000
25697,2022-03-07 04:06:17,AMD EPYC 7713,0.1,1024M,0.100847,69976064.0,900,61,31805000
40623,2021-11-10 06:55:10,Intel Core i9-11900K,1.0,63M,0.582054,50552832.0,600,21,2276000
9919,2022-03-17 07:11:02,Intel Core i5-11600,0.3,768M,0.163514,52416512.0,500,31,3015000
17176,2021-11-12 21:42:46,Intel Xeon Platinum 8360H,3.5,71M,0.313584,50642944.0,200,51,4860000
40132,2022-03-17 01:12:57,Intel Xeon Gold 6348,0.9,640M,0.095305,50307072.0,700,51,5071000
55905,2021-11-14 14:31:42,Intel Core i5-11400,3.0,71M,0.412477,58249216.0,700,21,1918000
15002,2022-03-09 18:10:59,Intel Core i5-11500T,0.1,768M,0.100401,61636608.0,400,71,165984000
11858,2022-03-17 08:49:05,Intel Xeon Gold 6346,0.2,640M,0.195976,56778752.0,500,41,14592000
19103,2022-03-17 18:30:16,Intel Xeon Platinum 8376H,1.4,384M,0.089065,49328128.0,200,51,5126000
30058,2021-11-12 01:12:22,AMD EPYC 74F3,3.0,71M,0.28969,56156160.0,500,71,6873000
47036,2021-11-10 16:37:49,AMD EPYC 74F3,2.0,73M,0.451505,53563392.0,200,51,5310000
51516,2021-11-05 18:35:16,Intel Core i5-11600T,3.0,85M,0.417876,57077760.0,900,31,3169000
48144,2022-03-19 06:48:24,AMD EPYC 7443P,0.4,896M,0.154829,49471488.0,300,41,3688000
35067,2022-03-18 05:31:41,Intel Xeon Platinum 8353H,0.3,128M,0.089424,46518272.0,200,31,3096000
6148,2022-03-11 00:53:49,AMD Ryzen 7 5800H,0.2,896M,0.200277,58167296.0,800,11,3875000
12309,2021-11-15 16:55:51,Intel Xeon Gold 5318S,3.5,68M,0.290669,55652352.0,300,21,1896000
31936,2022-03-17 07:43:05,Intel Core i5-11400T,0.3,512M,0.177716,48619520.0,900,21,2017000
10854,2022-03-17 14:12:35,Intel Xeon Platinum 8352S,1.9,256M,0.184693,50540544.0,900,21,1997000
16797,2022-03-11 16:21:47,Intel Core i9-11900KF,1.7,384M,0.173519,49946624.0,700,11,1055000
48828,2022-03-17 23:23:59,Intel Pentium Gold G6405,0.9,512M,0.01889,39084032.0,100,21,2027000
51765,2022-03-16 17:30:00,Intel Xeon Platinum 8380H,1.7,640M,0.095798,52871168.0,900,41,4101000
57947,2021-10-28 13:18:08,Intel Xeon Gold 6330H,2.0,100M,0.342371,60133376.0,900,81,8159000
48188,2022-03-17 21:27:02,Intel Xeon Platinum 8362,1.1,896M,0.060172,54513664.0,200,11,1094000
2656,2021-10-26 21:44:51,Intel Xeon Silver 4310,0.5,450M,0.469068,67792896.0,1000,51,6891000
29618,2021-11-03 17:49:47,Intel Xeon Silver 4310,1.0,80M,0.32369,63504384.0,700,1,46000
6409,2022-03-17 20:29:04,AMD Ryzen 7 5800HS,1.2,896M,0.079336,49102848.0,200,51,4965000
22557,2022-03-16 21:59:34,Intel Xeon Gold 6342,1.2,512M,0.11663,49610752.0,500,51,5286000
6977,2021-11-15 08:05:14,Intel Core i7-11700T,3.5,73M,0.349122,56213504.0,600,61,6154000
51081,2022-03-17 19:22:59,Intel Xeon Platinum 8368Q,1.4,384M,0.104493,51363840.0,1000,41,4060000
46972,2022-03-16 21:31:00,Intel Core i3-10105,1.3,128M,0.126831,54177792.0,1000,1,32000
37891,2022-03-17 02:06:43,Intel Xeon Gold 6342,0.8,256M,0.165253,51998720.0,600,51,5254000
43765,2022-03-17 03:33:23,AMD Ryzen 5 5600G,0.7,640M,0.174587,50810880.0,1000,1,36000
18278,2021-11-11 21:15:34,Intel Xeon Gold 6334,3.0,73M,0.328371,53903360.0,300,51,4768000
1311,2021-11-06 18:57:40,Intel Xeon Gold 6326,4.0,85M,0.319186,54157312.0,300,61,6028000
24593,2022-03-04 18:22:59,Intel Core i5-11600T,0.1,256M,0.096961,62517248.0,300,71,31035000
52775,2021-11-05 04:37:13,AMD EPYC 7763,2.5,90M,0.299611,65548288.0,800,91,9321000
30076,2021-10-28 12:33:17,Intel Core i5-11400,2.0,100M,0.341879,56082432.0,600,61,6117000
15706,2022-03-04 19:26:03,Intel Xeon Platinum 8352V,0.1,256M,0.099881,64315392.0,500,1,696000
43726,2021-11-10 11:08:35,Intel Xeon Gold 6338N,1.5,71M,0.690515,120311808.0,900,31,3052000
7723,2022-03-16 22:24:04,Intel Xeon Gold 6348H,1.2,256M,0.179303,51335168.0,900,11,1045000
40847,2022-03-16 13:49:21,Intel Xeon Silver 4309Y,2.0,384M,0.14287,48386048.0,300,31,3149000
25894,2022-03-18 08:12:45,Intel Core i9-11900KF,0.2,128M,0.185021,59080704.0,800,51,5392000
29524,2022-03-16 22:47:44,Intel Pentium Gold G6505,1.1,896M,0.098379,49897472.0,300,21,2021000
8523,2022-03-17 01:49:54,Intel Core i9-11900,0.8,512M,0.112984,50147328.0,300,51,5373000
53700,2022-03-17 06:16:23,Intel Xeon Silver 4314,0.4,1024M,0.168577,49111040.0,700,11,1101000
8019,2022-03-16 17:52:24,Intel Xeon Gold 6334,1.6,768M,0.175378,46845952.0,400,21,1951000
2153,2022-03-05 09:28:36,Intel Xeon Gold 5318S,0.1,512M,0.087908,47276032.0,100,31,14409000
26392,2022-03-17 12:38:11,AMD EPYC 73F3,2.0,256M,0.112779,52899840.0,300,41,4099000
25,2021-11-06 03:13:41,Intel Core i5-11600,3.5,90M,0.224281,58707968.0,200,31,3279000
7842,2022-03-10 20:50:22,Intel Xeon Silver 4316,0.2,256M,0.201874,63930368.0,400,61,40002000
57356,2021-11-15 00:52:24,Intel Xeon Platinum 8368Q,3.0,65M,0.215917,44093440.0,200,31,2831000
4952,2021-11-15 10:52:33,Intel Xeon Gold 6338N,3.5,72M,0.426193,63848448.0,1000,11,1038000
50544,2022-03-17 17:32:24,Intel Pentium Gold G6505T,1.5,512M,0.113399,47529984.0,300,21,2157000
29337,2021-11-16 04:08:14,Intel Core i9-11900,4.0,73M,0.399738,55357440.0,800,21,2044000
34006,2022-03-17 14:58:19,Intel Core i7-11700KF,1.8,1024M,0.17492,50941952.0,700,41,3970000
19683,2021-11-16 14:18:17,Intel Core i9-11900K,4.0,67M,0.295857,49446912.0,300,51,5187000
53419,2022-03-11 08:16:22,Intel Xeon Gold 6338T,0.3,128M,0.202404,62218240.0,700,1,190000
34067,2021-11-03 09:20:16,Intel Xeon Gold 5318S,0.5,70M,0.399455,63254528.0,500,11,1078000
17078,2021-11-15 11:20:09,AMD EPYC 7313,3.5,71M,0.292686,58675200.0,300,31,2953000
3250,2022-03-16 21:59:59,Intel Xeon Silver 4316,1.2,128M,0.088746,49913856.0,600,1,33000
37054,2022-03-17 13:32:53,Intel Core i7-11700F,1.9,768M,0.071008,55709696.0,200,31,2918000
41639,2022-03-19 04:02:32,AMD EPYC 72F3,0.7,384M,0.173943,48066560.0,700,21,2020000
22792,2021-11-15 15:45:51,Intel Xeon Silver 4314,3.5,69M,0.353243,58703872.0,700,21,1806000
1149,2022-03-17 15:18:40,AMD Ryzen 7 5700G,1.8,256M,0.201781,51675136.0,1000,11,1087000
47515,2022-03-18 16:53:01,Intel Core i9-11900K,1.8,128M,0.100829,50016256.0,600,1,36000
31581,2022-03-17 02:48:41,Intel Core i7-11700F,0.7,256M,0.135527,50302976.0,300,21,2055000
52846,2021-11-11 20:55:22,Intel Xeon Silver 4316,1.5,71M,0.326467,60669952.0,600,91,8403000
42852,2021-11-05 09:04:55,AMD Ryzen 9 5980HS,2.5,80M,0.351041,60592128.0,1000,61,6448000
42871,2022-03-11 14:25:10,Intel Core i5-11400T,1.5,640M,0.202563,50671616.0,300,11,816000
36388,2021-10-27 13:50:48,AMD Ryzen 5 5500U,0.5,200M,0.472287,70770688.0,800,1,93000
46398,2021-11-12 17:17:19,AMD Ryzen 9 5980HS,2.0,71M,0.114693,53796864.0,100,91,9328000
55995,2022-03-18 00:23:39,Intel Core i5-11600T,0.8,896M,0.024096,46280704.0,100,21,2094000
37590,2022-03-11 07:30:52,Intel Xeon Gold 5320,0.3,128M,0.126675,52281344.0,300,31,3201000
24786,2022-03-18 03:55:50,Intel Core i3-10305T,0.5,128M,0.116493,51888128.0,700,51,5123000
42683,2022-03-18 04:19:53,Intel Xeon Platinum 8360HL,0.5,640M,0.162894,47521792.0,1000,31,2944000
41511,2022-03-19 04:29:00,Intel Xeon Silver 4316,0.7,896M,0.246588,47869952.0,1000,21,2142000
26533,2021-11-09 11:50:17,Intel Core i3-10325,0.5,72M,0.389521,68526080.0,300,101,13197000
12478,2021-11-11 18:26:34,AMD EPYC 7513,1.5,72M,0.202119,56352768.0,200,31,2935000
1305,2021-11-13 14:05:53,Intel Xeon Gold 6330H,2.5,72M,0.221266,49717248.0,200,51,4994000
19854,2021-11-11 15:13:08,Intel Xeon Gold 5320T,2.5,65M,0.397402,53993472.0,600,41,3754000
9539,2022-03-11 05:21:16,Intel Xeon Gold 6338T,0.2,128M,0.201373,64749568.0,1000,51,38288000
1981,2021-11-13 19:34:53,Intel Core i9-11900T,4.0,71M,0.539793,55848960.0,500,41,4016000
28187,2021-11-08 17:21:17,AMD EPYC 7443P,0.5,79M,0.392588,63471616.0,400,11,1102000
40316,2021-11-04 11:26:41,AMD EPYC 7763,1.5,65M,0.109885,47550464.0,100,81,8187000
1029,2022-03-19 02:07:46,AMD EPYC 7313P,0.9,256M,0.279302,50421760.0,800,11,1084000
6899,2021-11-10 20:22:38,AMD Ryzen 7 5800HS,1.0,73M,0.241304,53411840.0,200,61,6161000
46526,2022-03-16 18:41:59,Intel Core i9-11900,1.5,640M,0.0,39645184.0,100,1,30000
52935,2022-03-06 08:56:11,AMD EPYC 7513,0.1,640M,0.100549,59215872.0,900,11,5585000
24727,2022-03-17 16:31:03,Intel Xeon Platinum 8354H,1.6,768M,0.08719,49233920.0,200,51,4696000
14077,2021-11-14 15:49:59,Intel Core i3-10325,3.0,70M,0.344201,51458048.0,400,31,2849000
1730,2021-11-05 19:21:50,AMD EPYC 7763,3.0,80M,0.288178,60567552.0,300,91,9794000
46400,2021-10-29 11:17:20,Intel Xeon Platinum 8368,4.0,100M,0.36963,56188928.0,700,31,3056000
39914,2022-03-17 23:03:34,Intel Xeon Gold 5317,1.0,512M,0.115838,51146752.0,800,51,4707000
57071,2021-10-28 05:03:08,Intel Xeon Gold 5318S,1.5,150M,0.320339,64278528.0,700,1,47000
18820,2021-11-10 20:41:32,AMD EPYC 7443P,2.5,75M,0.330595,56123392.0,300,61,5680000
29073,2022-03-06 04:52:49,AMD EPYC 7713P,0.1,768M,0.092999,55533568.0,200,41,18237000
15061,2021-11-06 09:18:26,Intel Xeon Platinum 8352S,3.5,75M,0.284539,60522496.0,400,11,1028000
12337,2022-03-18 05:29:09,Intel Core i5-11600T,0.3,1024M,0.02591,51011584.0,100,41,4293000
32825,2021-11-13 04:47:04,Intel Core i3-10325,3.5,68M,0.425713,58974208.0,800,21,1930000
42130,2022-03-18 02:05:10,Intel Core i3-10105,0.7,384M,0.191101,46346240.0,900,11,1049000
51982,2022-03-18 03:26:53,Intel Xeon Gold 5318Y,0.5,640M,0.071276,45592576.0,200,31,2866000
12073,2022-03-19 06:44:14,Intel Xeon Gold 6330H,0.4,128M,0.101717,47820800.0,200,41,4109000
32787,2022-03-18 05:28:50,Intel Xeon Platinum 8368Q,0.3,128M,0.025292,43655168.0,100,31,3333000
2078,2022-03-09 16:41:01,Intel Xeon Platinum 8352M,0.1,384M,0.100462,63328256.0,300,101,188201000
34538,2021-11-03 06:53:48,AMD Ryzen 5 5600G,0.5,75M,0.451242,67764224.0,500,81,9618000
33113,2021-11-10 15:17:29,Intel Xeon Gold 6334,2.0,74M,0.390736,63737856.0,300,1,40000
10863,2022-03-07 03:48:35,Intel Xeon Silver 4314,0.2,384M,0.127036,55209984.0,200,1,200000
38731,2021-11-02 20:16:15,Intel Xeon Gold 5315Y,0.5,90M,0.264954,54362112.0,200,51,6180000
44775,2021-11-15 09:19:28,Intel Xeon Gold 6336Y,3.5,72M,0.107718,58470400.0,100,91,8772000
38529,2022-03-11 17:02:33,Intel Xeon Gold 6314U,1.8,512M,0.128939,48758784.0,300,21,2126000
40920,2022-03-09 19:04:40,Intel Pentium Gold G6505,0.1,256M,0.100647,53755904.0,500,11,11797000
49276,2022-03-18 16:34:45,Intel Xeon Platinum 8354H,1.8,256M,0.0,40734720.0,100,11,1125000
55463,2022-03-04 17:39:27,Intel Xeon Platinum 8380,0.1,256M,0.096663,51822592.0,200,11,7511000
46312,2021-11-12 05:48:26,Intel Core i5-11400F,3.0,69M,0.364224,58699776.0,900,81,7728000
6219,2022-03-16 22:17:11,Intel Pentium Gold G6505T,1.2,1024M,0.170353,48263168.0,800,21,2154000
4751,2022-03-17 23:23:19,Intel Xeon Platinum 8368Q,0.9,1024M,0.0,35782656.0,100,1,32000
16233,2022-03-17 03:46:41,Intel Xeon Platinum 8362,0.6,1024M,0.064629,45641728.0,200,31,3075000
14058,2022-03-17 18:29:48,Intel Xeon Platinum 8380H,1.4,640M,0.084371,47656960.0,200,41,3866000
23922,2021-11-14 23:07:49,Intel Xeon Platinum 8360HL,3.0,66M,0.301018,52641792.0,300,81,7757000
27224,2021-11-13 03:54:00,Intel Xeon Silver 4310T,3.5,68M,0.380078,54439936.0,300,81,8415000
4463,2021-11-10 02:12:33,Intel Xeon Silver 4309Y,1.0,73M,0.185077,56139776.0,200,21,2246000
3163,2022-03-17 15:11:08,AMD Ryzen 9 5900HX,1.8,256M,0.168372,48758784.0,900,21,1972000
22321,2022-03-18 21:41:59,Intel Xeon Platinum 8380,1.3,256M,0.120641,48685056.0,300,51,4881000
9802,2021-11-03 15:12:25,Intel Core i5-11600KF,1.0,85M,0.25628,57257984.0,200,91,9306000
45726,2022-03-09 21:42:09,Intel Core i3-10325,0.1,896M,0.100429,65863680.0,500,101,172003000
58558,2021-11-12 03:56:17,AMD EPYC 7453,3.0,70M,0.335638,58519552.0,900,71,6742000
23936,2022-03-17 10:32:21,Intel Xeon Gold 6346,0.2,128M,0.20068,58683392.0,900,41,4545000
27417,2021-11-06 06:23:35,AMD EPYC 7713P,3.5,85M,0.29438,65572864.0,800,91,9330000
35368,2021-11-15 14:14:49,Intel Core i5-11600K,3.5,70M,0.354195,58769408.0,800,81,7974000
49659,2022-03-05 10:17:16,Intel Xeon Gold 6354,0.1,512M,0.096613,59719680.0,300,51,23174000
14057,2022-03-17 05:57:24,Intel Xeon Platinum 8352M,0.4,1024M,0.135257,51036160.0,400,1,51000
44170,2022-03-18 16:39:15,Intel Xeon Gold 6348,1.8,1024M,0.098515,48902144.0,300,1,37000
27473,2022-03-16 16:06:01,Intel Core i7-11700K,1.8,896M,0.14575,49721344.0,600,41,3992000
34480,2021-11-14 21:02:51,Intel Xeon Gold 6336Y,3.0,67M,0.098332,46108672.0,100,71,7008000
12063,2022-03-16 23:48:14,Intel Pentium Gold G6505T,1.0,384M,0.096154,48336896.0,300,31,3096000
19625,2022-03-18 04:26:50,Intel Xeon Platinum 8360HL,0.4,640M,0.030482,49754112.0,200,1,67000
31296,2022-03-17 23:49:18,Intel Xeon Platinum 8376H,0.9,896M,0.155697,50876416.0,700,11,1043000
42726,2022-03-18 15:23:17,Intel Xeon Gold 6330,2.0,512M,0.11947,53366784.0,900,51,5023000
57401,2022-03-18 19:08:40,Intel Xeon Gold 6342,1.6,768M,0.190219,49262592.0,800,11,1066000
33618,2022-03-19 07:31:29,AMD EPYC 73F3,0.4,384M,0.12484,52830208.0,900,41,3800000
27489,2022-03-11 09:30:24,Intel Pentium Gold G6405T,0.3,1024M,0.137781,64049152.0,1000,71,7527000
32964,2021-11-15 17:10:51,Intel Xeon Platinum 8368Q,3.5,68M,0.340271,57352192.0,500,11,1025000
17936,2021-11-13 05:41:28,Intel Xeon Platinum 8362,3.5,67M,0.120828,55353344.0,200,1,53000
43482,2021-11-06 21:57:43,Intel Xeon Platinum 8362,4.0,80M,0.360938,63451136.0,900,11,1093000
48360,2021-11-11 18:12:30,Intel Xeon Gold 6314U,3.0,75M,0.403855,57155584.0,700,31,2883000
58581,2022-03-17 07:45:29,AMD EPYC 7663,0.3,640M,0.107874,50515968.0,900,41,4077000
34432,2022-03-17 10:27:16,Intel Xeon Gold 6330,0.2,256M,0.202153,59043840.0,900,41,15591000
51598,2022-03-19 03:12:00,AMD Ryzen 7 5800H,0.8,512M,0.145511,47484928.0,800,41,3893000
19607,2022-03-11 15:18:25,Intel Xeon Platinum 8380HL,1.6,512M,0.184926,51068928.0,600,51,5004000
1142,2021-11-12 17:12:45,Intel Xeon Gold 5318Y,3.5,74M,0.534114,65228800.0,1000,1,90000
23743,2022-03-16 16:00:06,AMD EPYC 7413,1.8,384M,0.137154,49991680.0,500,41,4354000
7448,2021-11-10 18:56:19,AMD EPYC 7643,1.0,74M,0.305902,61845504.0,500,91,9362000
22594,2022-03-17 17:43:37,Intel Core i7-11700,1.5,896M,0.163936,51081216.0,500,41,4121000
27590,2022-03-09 15:49:08,AMD EPYC 73F3,0.1,256M,0.100462,57544704.0,300,51,96383000
52944,2022-03-17 12:49:12,Intel Xeon Platinum 8368,2.0,768M,0.106755,50614272.0,600,1,35000
42586,2022-03-09 20:35:57,Intel Xeon Gold 6328H,0.1,896M,0.100597,59756544.0,500,61,121290000
